"idCCAA_INE","idComunidad","comunidad","idProvincia","provincia","idMunicipio","municipio","num_incendios","supquemada"
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49237,"VIDEMALA",52,752.1400
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13096,"VILLARUBIA DE LOS OJOS",52,347.2100
"01","04","ANDALUCIA",14,"CORDOBA",14055,"PRIEGO DE CÓRDOBA",52,125.9700
11,14,"EXTREMADURA",10,"CACERES",10121,"MIAJADAS",52,82.8900
14,"08","MURCIA",30,"MURCIA",30040,"ULEA",52,9.2600
12,"03","GALICIA",15,"A CORUÑA",15091,"VILARMAIOR",52,60.8700
15,13,"NAVARRA",31,"NAVARRA",31108,"FUSTIÑANA",52,13.0300
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45053,"CONSUEGRA",52,341.9900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45144,"REAL DE SAN VICENTE, EL",52,902.5600
11,14,"EXTREMADURA",10,"CACERES",10164,"SAN MARTÍN DE TREVEJO",52,44.8500
"01","04","ANDALUCIA",21,"HUELVA",21023,"CERRO DE ANDÉVALO, EL",52,540.0900
13,16,"MADRID",28,"MADRID",28127,"ROZAS DE MADRID, LAS",52,263.4600
"03","05","ASTURIAS",33,"ASTURIAS",33075,"VILLANUEVA DE OSCOS",51,412.7600
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45028,"CALERA Y CHOZAS",51,75.0800
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13087,"VALDEPEÑAS",51,305.4900
"02",10,"ARAGON",22,"HUESCA",22213,"SARIÑENA",51,98.3500
11,14,"EXTREMADURA",10,"CACERES",10157,"ROBLEDILLO DE LA VERA",51,237.7600
"04",15,"ILLES BALEARS","07","ILLES BALEARS","07006","ARTÀ",51,604.1800
12,"03","GALICIA",32,"OURENSE",32003,"ARNOIA, A",51,57.7800
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49065,"FERMOSELLE",51,526.6200
10,"09","C. VALENCIANA",46,"VALENCIA",46044,"AYORA",51,788.9500
12,"03","GALICIA",15,"A CORUÑA",15009,"BETANZOS",51,19.4700
12,"03","GALICIA",36,"PONTEVEDRA",36046,"RIBADUMIA",51,28.3200
"07",17,"CASTILLA Y LEON",24,"LEON",24023,"BRAZUELO",51,468.9200
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19257,"SIGÜENZA",51,73.0400
"05",12,"CANARIAS",38,"S.C. TENERIFE",38026,"OROTAVA, LA",50,22.9700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49134,"MUELAS DE LOS CABALLEROS",50,134.7800
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13027,"CALZADA DE CALATRAVA",50,2408.7600
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13052,"MALAGÓN",50,241.3900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45113,"NAVALUCILLOS, LOS",50,289.9700
"01","04","ANDALUCIA",18,"GRANADA",18147,"ÓRGIVA",50,98.6300
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49273,"VIÑAS",50,105.8200
"07",17,"CASTILLA Y LEON","05","AVILA","05168","NAVAS DEL MARQUES LAS",50,18.3100
12,"03","GALICIA",15,"A CORUÑA",15048,"MIÑO",50,13.7300
"07",17,"CASTILLA Y LEON",24,"LEON",24015,"BENAVIDES",50,408.0100
13,16,"MADRID",28,"MADRID",28008,"ALDEA DEL FRESNO",50,78.3600
10,"09","C. VALENCIANA","03","ALICANTE","03076","GUARDAMAR DEL SEGURA",50,20.8400
"07",17,"CASTILLA Y LEON",42,"SORIA",42173,"SORIA",50,48.3900
12,"03","GALICIA",27,"LUGO",27019,"FOZ",50,47.8200
10,"09","C. VALENCIANA","03","ALICANTE","03133","TORREVIEJA",50,35.4800
11,14,"EXTREMADURA",10,"CACERES",10135,"NUÑOMORAL",50,4131.2600
"06","06","CANTABRIA",39,"CANTABRIA",39003,"ANIEVAS",50,153.7000
"07",17,"CASTILLA Y LEON","05","AVILA","05057","CEBREROS",50,1644.5400
"03","05","ASTURIAS",33,"ASTURIAS",33018,"COAÑA",50,48.6000
11,14,"EXTREMADURA",10,"CACERES",10089,"GUIJO DE GALISTEO",50,429.6400
12,"03","GALICIA",36,"PONTEVEDRA",36031,"MONDARIZ-BALNEARIO",50,32.0600
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37067,"CABRERIZOS",50,20.8500
"07",17,"CASTILLA Y LEON",47,"VALLADOLID",47076,"LAGUNA DE DUERO",50,67.0300
13,16,"MADRID",28,"MADRID",28130,"SAN FERNANDO DE HENARES",50,147.1600
11,14,"EXTREMADURA","06","BADAJOZ","06128","TALAVERA LA REAL",50,84.4500
"01","04","ANDALUCIA",41,"SEVILLA",41032,"CAZALLA DE LA SIERRA",50,204.8100
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37221,"NAVASFRIAS",49,84.7600
"04",15,"ILLES BALEARS","07","ILLES BALEARS","07042","POLLENÇA",49,113.7200
"01","04","ANDALUCIA",18,"GRANADA",18020,"ARENAS DEL REY",49,109.8800
"01","04","ANDALUCIA",21,"HUELVA",21053,"NIEBLA",49,1097.2800
15,13,"NAVARRA",31,"NAVARRA",31015,"ANDOSILLA",49,16.6000
12,"03","GALICIA",15,"A CORUÑA",15027,"COIRÓS",49,46.0800
"07",17,"CASTILLA Y LEON","05","AVILA","05192","PUERTO CASTILLA",49,310.4600
"07",17,"CASTILLA Y LEON","09","BURGOS","09410","VALLE DE MENA",49,369.7200
11,14,"EXTREMADURA","06","BADAJOZ","06146","VALLE DE LA SERENA",49,714.2000
"05",12,"CANARIAS",35,"LAS PALMAS",35016,"PALMAS DE GRAN CANARIA, LAS",49,50.3700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49017,"ASTURIANOS",49,263.8600
"07",17,"CASTILLA Y LEON","09","BURGOS","09214","MERINDAD DE MONTIJA",49,97.1000
"07",17,"CASTILLA Y LEON",47,"VALLADOLID",47186,"VALLADOLID",49,54.0900
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49208,"S VICENTE DE LA CABEZA",49,242.5300
"08",11,"CASTILLA-MANCHA",16,"CUENCA",16082,"ENGUÍDANOS",48,16.0900
"07",17,"CASTILLA Y LEON","05","AVILA","05102","HOYO DE PINARES EL",48,101.7400
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49173,"RÁBANO DE ALISTE",48,73.1100
"01","04","ANDALUCIA",18,"GRANADA",18013,"ALHAMA DE GRANADA",48,139.7100
11,14,"EXTREMADURA","06","BADAJOZ","06037","CODOSERA, LA",48,96.6100
"07",17,"CASTILLA Y LEON",24,"LEON",24194,"VEGACERVERA",48,392.0200
"06","06","CANTABRIA",39,"CANTABRIA",39001,"ALFOZ DE LLOREDO",48,105.9500
"01","04","ANDALUCIA",21,"HUELVA",21072,"VALVERDE DEL CAMINO",48,791.0600
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45125,"OROPESA",48,585.8900
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13005,"ALCÁZAR DE SAN JUAN",48,179.3900
15,13,"NAVARRA",31,"NAVARRA",31207,"PUEYO",48,14.1000
11,14,"EXTREMADURA","06","BADAJOZ","06123","SAN VICENTE DE ALCÁNTARA",48,224.5400
"07",17,"CASTILLA Y LEON",42,"SORIA",42043,"BURGO DE OSMA-CIUDAD DE OSMA",48,73.0900
11,14,"EXTREMADURA",10,"CACERES",10034,"CABEZABELLOSA",48,787.3500
11,14,"EXTREMADURA",10,"CACERES",10091,"GUIJO DE SANTA BÁRBARA",48,159.8900
15,13,"NAVARRA",31,"NAVARRA",31042,"AZAGRA",47,31.5100
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13098,"VISO DEL MARQUÉS",47,208.9100
"03","05","ASTURIAS",33,"ASTURIAS",33030,"ILLAS",47,165.8600
11,14,"EXTREMADURA",10,"CACERES",10076,"GALISTEO",47,190.2800
"08",11,"CASTILLA-MANCHA",16,"CUENCA",16112,"HUETE",47,119.7800
15,13,"NAVARRA",31,"NAVARRA",31216,"ZANGOZA/SANGÜESA",47,21.9000
"01","04","ANDALUCIA",11,"CADIZ",11021,"JIMENA DE LA FRONTERA",47,302.0900
"07",17,"CASTILLA Y LEON","05","AVILA","05236","SOLANA DE ÁVILA",47,7978.5500
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37008,"ALBA DE TORMES",47,48.7900
"07",17,"CASTILLA Y LEON","05","AVILA","05187","PIEDRALAVES",47,41.5700
11,14,"EXTREMADURA",10,"CACERES",10058,"CASATEJADA",47,108.9400
11,14,"EXTREMADURA",10,"CACERES",10204,"VALVERDE DE LA VERA",47,147.9700
"07",17,"CASTILLA Y LEON",24,"LEON",24092,"LLAMAS DE LA RIBERA",46,516.4000
10,"09","C. VALENCIANA","03","ALICANTE","03136","VALL DE GALLINERA",46,864.2900
"01","04","ANDALUCIA",14,"CORDOBA",14047,"OBEJO",46,3522.9100
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37306,"SERRADILLA DEL ARROYO",46,274.4000
"01","04","ANDALUCIA",11,"CADIZ",11006,"ARCOS DE LA FRONTERA",46,60.1700
11,14,"EXTREMADURA","06","BADAJOZ","06121","SANTA MARTA",46,119.7200
13,16,"MADRID",28,"MADRID",28031,"CADALSO DE LOS VIDRIOS",46,110.8500
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37109,"COLMENAR DE MONTEMAYOR",46,116.1700
11,14,"EXTREMADURA",10,"CACERES",10010,"ALCUÉSCAR",46,3441.3400
16,"01","EUSKADI",20,"GUIPUZCOA",20063,"OIARTZUN",46,194.6700
"07",17,"CASTILLA Y LEON","05","AVILA","05054","CASAVIEJA",46,696.4600
"01","04","ANDALUCIA",14,"CORDOBA",14026,"ESPIEL",46,683.8400
"03","05","ASTURIAS",33,"ASTURIAS",33029,"ILLANO",46,1184.0200
"01","04","ANDALUCIA",23,"JAEN",23039,"GUARROMÁN",45,163.6400
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02017","BOGARRA",45,15.7000
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19293,"UCEDA",45,260.9900
"09","02","CATALUÑA","08","BARCELONA","08125","MONTCADA I REIXAC",45,39.7600
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02042","LETUR",45,6.9000
12,"03","GALICIA",15,"A CORUÑA",15044,"MAÑÓN",45,93.0600
"04",15,"ILLES BALEARS","07","ILLES BALEARS","07037","MERCADAL, ES",45,59.4600
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49275,"ZAMORA",45,560.3000
"07",17,"CASTILLA Y LEON",24,"LEON",24122,"PUENTE DE DOMINGO FLOREZ",45,711.4400
12,"03","GALICIA",15,"A CORUÑA",15035,"FENE",45,26.3000
15,13,"NAVARRA",31,"NAVARRA",31070,"CASTEJÓN",45,11.0900
"07",17,"CASTILLA Y LEON",34,"PALENCIA",34004,"AGUILAR DE CAMPOO",45,100.6800
10,"09","C. VALENCIANA","03","ALICANTE","03009","ALCOI/ALCOY",45,69.3600
"09","02","CATALUÑA",17,"GIRONA",17089,"LLAGOSTERA",45,29.3400
11,14,"EXTREMADURA",10,"CACERES",10022,"ARROYOMOLINOS DE LA VERA",45,419.7400
15,13,"NAVARRA",31,"NAVARRA",31249,"VALTIERRA",45,59.1800
"01","04","ANDALUCIA",41,"SEVILLA",41068,"OSUNA",45,223.3200
"03","05","ASTURIAS",33,"ASTURIAS",33009,"CABRANES",45,447.2300
12,"03","GALICIA",15,"A CORUÑA",15064,"PADERNE",45,97.2700
13,16,"MADRID",28,"MADRID",28183,"ZARZALEJO",45,77.2300
13,16,"MADRID",28,"MADRID",28181,"VILLAVICIOSA DE ODÓN",45,214.1300
11,14,"EXTREMADURA",10,"CACERES",10061,"CECLAVÍN",45,716.5500
"08",11,"CASTILLA-MANCHA",16,"CUENCA",16126,"MIRA",45,114.8800
"07",17,"CASTILLA Y LEON",42,"SORIA",42020,"ALMAZAN",45,13.4300
"07",17,"CASTILLA Y LEON",24,"LEON",24038,"CARRACEDELO",45,66.8700
"07",17,"CASTILLA Y LEON",24,"LEON",24057,"CONGOSTO",45,83.8800
"01","04","ANDALUCIA",11,"CADIZ",11014,"CONIL DE LA FRONTERA",45,198.8100
11,14,"EXTREMADURA",10,"CACERES",10072,"ELJAS",45,36.8400
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45045,"CAZALEGAS",45,125.2300
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45066,"FUENSALIDA",44,105.6300
"07",17,"CASTILLA Y LEON",24,"LEON",24188,"VALENCIA DE DON JUAN",44,130.2400
"07",17,"CASTILLA Y LEON",24,"LEON",24125,"QUINTANA Y CONGOSTO",44,106.2000
13,16,"MADRID",28,"MADRID",28082,"MANZANARES EL REAL",44,35.7900
13,16,"MADRID",28,"MADRID",28144,"SOTO DEL REAL",44,93.7500
17,"07","LA RIOJA",26,"LA RIOJA",26102,"NÁJERA",44,30.9500
"06","06","CANTABRIA",39,"CANTABRIA",39032,"HERMANDAD DE CAMPOO DE SUSO",44,255.7700
"01","04","ANDALUCIA",23,"JAEN",23904,"SANTIAGO-PONTONES",44,278.1200
"09","02","CATALUÑA","08","BARCELONA","08284","TORDERA",44,290.0900
"09","02","CATALUÑA",43,"TARRAGONA",43148,"TARRAGONA",44,151.0100
11,14,"EXTREMADURA",10,"CACERES",10045,"CAÑAVERAL",44,1600.1700
"06","06","CANTABRIA",39,"CANTABRIA",39046,"MOLLEDO",44,603.9800
10,"09","C. VALENCIANA",46,"VALENCIA",46254,"VENTA DEL MORO",44,23.9700
"09","02","CATALUÑA",17,"GIRONA",17181,"SANTA CRISTINA D' ARO",44,891.9300
"06","06","CANTABRIA",39,"CANTABRIA",39017,"CAMPOO DE YUSO",44,118.1100
16,"01","EUSKADI","01","ALAVA","01031","LAGUARDIA",44,103.8600
13,16,"MADRID",28,"MADRID",28028,"BUSTARVIEJO",44,418.6300
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49068,"FERRERUELA",44,1044.5300
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19086,"CIFUENTES",43,28.2800
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19171,"MARCHAMALO",43,16.4300
"03","05","ASTURIAS",33,"ASTURIAS",33070,"TAPIA DE CASARIEGO",43,32.8100
15,13,"NAVARRA",31,"NAVARRA",31081,"DONAMARIA",43,72.0100
13,16,"MADRID",28,"MADRID",28052,"CHINCHÓN",43,655.6300
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02049","MOLINICOS",43,26.2400
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13042,"FUENCALIENTE",43,22.7800
"01","04","ANDALUCIA",29,"MALAGA",29069,"MARBELLA",43,973.8100
"05",12,"CANARIAS",35,"LAS PALMAS",35026,"TELDE",43,49.0100
"06","06","CANTABRIA",39,"CANTABRIA",39065,"ROZAS DE VALDEARROYO, LAS",43,1049.6600
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37307,"SERRADILLA DEL LLANO",43,1346.6300
11,14,"EXTREMADURA",10,"CACERES",10211,"VILLANUEVA DE LA SIERRA",43,64.0900
"07",17,"CASTILLA Y LEON",24,"LEON",24021,"BOÑAR",43,66.6500
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45132,"PEPINO",43,223.5200
"01","04","ANDALUCIA",11,"CADIZ",11001,"ALCALÁ  DE LOS GAZULES",43,151.7000
"06","06","CANTABRIA",39,"CANTABRIA",39069,"SAN FELICES DE BUELNA",43,305.6300
"05",12,"CANARIAS",35,"LAS PALMAS",35025,"TEJEDA",43,18708.2800
11,14,"EXTREMADURA",10,"CACERES",10082,"GARROVILLAS DE ALCONÉTAR",43,142.4300
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45200,"YEBENES, LOS",43,55.8300
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49135,"MUELAS DEL PAN",43,487.0100
"03","05","ASTURIAS",33,"ASTURIAS",33065,"SARIEGO",43,68.3400
"02",10,"ARAGON",44,"TERUEL",44009,"ALBARRACÍN",43,9.4500
11,14,"EXTREMADURA","06","BADAJOZ","06113","RIBERA DEL FRESNO",43,215.5600
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45177,"URDA",43,252.1900
"09","02","CATALUÑA","08","BARCELONA","08205","SANT CUGAT DEL VALLÈS",42,4.9700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49097,"JUSTEL",42,170.9800
"07",17,"CASTILLA Y LEON",24,"LEON",24100,"MOLINASECA",42,571.1000
12,"03","GALICIA",27,"LUGO",27029,"MEIRA",42,225.8300
10,"09","C. VALENCIANA",12,"CASTELLON",12050,"COVES DE VINROMÀ, LES",42,166.0900
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37010,"ALBERCA LA",42,45.8500
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49023,"BERMILLO DE SAYAGO",42,493.3300
12,"03","GALICIA",27,"LUGO",27035,"NEGUEIRA DE MUÑIZ",42,264.8300
"07",17,"CASTILLA Y LEON",24,"LEON",24183,"VALDERRUEDA",42,250.4200
16,"01","EUSKADI","01","ALAVA","01023","BILAR/ELVILLAR",42,32.7400
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45124,"ORGAZ",42,90.2500
11,14,"EXTREMADURA","06","BADAJOZ","06104","PUEBLA DE LA REINA",42,342.6900
13,16,"MADRID",28,"MADRID",28084,"MEJORADA DEL CAMPO",42,58.2800
"01","04","ANDALUCIA","04","ALMERIA","04013","ALMERÍA",42,269.8800
10,"09","C. VALENCIANA",46,"VALENCIA",46083,"CARCAIXENT",42,29.8200
15,13,"NAVARRA",31,"NAVARRA",31097,"LIZARRA/ESTELLA",42,13.1100
13,16,"MADRID",28,"MADRID",28129,"SAN AGUSTIN DEL GUADALIX",42,48.3100
"05",12,"CANARIAS",35,"LAS PALMAS",35027,"TEROR",42,10.7100
10,"09","C. VALENCIANA",46,"VALENCIA",46147,"LLÍRIA",42,19.2000
"07",17,"CASTILLA Y LEON",24,"LEON",24063,"CUBILLAS DE RUEDA",42,149.3100
11,14,"EXTREMADURA","06","BADAJOZ","06011","ALMENDRALEJO",41,109.1500
16,"01","EUSKADI",48,"VIZCAYA",48071,"MUSKIZ",41,78.3600
13,16,"MADRID",28,"MADRID",28099,"NAVAS DEL REY",41,1019.4900
10,"09","C. VALENCIANA",12,"CASTELLON",12033,"CABANES",41,838.3200
12,"03","GALICIA",15,"A CORUÑA",15004,"ARES",41,279.7300
17,"07","LA RIOJA",26,"LA RIOJA",26105,"NAVARRETE",41,13.6300
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19152,"ILLANA",41,39.0500
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37102,"CERRO EL",41,113.8900
"02",10,"ARAGON",50,"ZARAGOZA",50115,"FUENTES DE EBRO",41,44.7400
"01","04","ANDALUCIA",21,"HUELVA",21010,"AYAMONTE",41,68.0900
15,13,"NAVARRA",31,"NAVARRA",31067,"CARCASTILLO",41,44.1000
"07",17,"CASTILLA Y LEON",40,"SEGOVIA",40076,"ESPINAR EL",41,211.0000
10,"09","C. VALENCIANA",12,"CASTELLON",12139,"VISTABELLA DEL MAESTRAZGO",41,6.8900
14,"08","MURCIA",30,"MURCIA",30015,"CARAVACA DE LA CRUZ",41,62.2500
"01","04","ANDALUCIA",23,"JAEN",23092,"ÚBEDA",41,307.9800
15,13,"NAVARRA",31,"NAVARRA",31029,"ARCOS, LOS",41,50.5300
10,"09","C. VALENCIANA","03","ALICANTE","03121","SANTA POLA",41,31.4400
12,"03","GALICIA",27,"LUGO",27063,"VALADOURO, O",41,54.4700
15,13,"NAVARRA",31,"NAVARRA",31065,"CAPARROSO",41,39.3500
"01","04","ANDALUCIA",11,"CADIZ",11028,"PUERTO REAL",41,69.0100
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02044","LIÉTOR",40,11.2600
"08",11,"CASTILLA-MANCHA",16,"CUENCA",16125,"MINGLANILLA",40,57.0200
15,13,"NAVARRA",31,"NAVARRA",31149,"LEITZA",40,134.3900
11,14,"EXTREMADURA","06","BADAJOZ","06136","USAGRE",40,636.6100
"07",17,"CASTILLA Y LEON","09","BURGOS","09018","ARANDA DE DUERO",40,79.1900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45121,"OCAÑA",40,162.0700
10,"09","C. VALENCIANA",46,"VALENCIA",46248,"TURÍS",40,45.8900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45014,"AÑOVER DE TAJO",40,51.2000
"07",17,"CASTILLA Y LEON",24,"LEON",24098,"MATALLANA DE TORIO",40,441.0900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45089,"MALPICA DE TAJO",40,48.3500
"01","04","ANDALUCIA",41,"SEVILLA",41065,"MORÓN DE LA FRONTERA",40,86.4800
12,"03","GALICIA",32,"OURENSE",32010,"BEADE",40,8.3300
"07",17,"CASTILLA Y LEON",24,"LEON",24037,"CARMENES",40,1096.4000
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45110,"NAVALCÁN",40,147.0900
"04",15,"ILLES BALEARS","07","ILLES BALEARS","07003","ALCÚDIA",40,31.4200
"01","04","ANDALUCIA",11,"CADIZ",11013,"CASTELLAR DE LA FRONTERA",40,26.4400
"07",17,"CASTILLA Y LEON","09","BURGOS","09109","CONDADO DE TREVIÑO",39,1201.7600
12,"03","GALICIA",27,"LUGO",27054,"RIOTORTO",39,96.2700
"07",17,"CASTILLA Y LEON",24,"LEON",24027,"CABAÑAS RARAS",39,47.7700
17,"07","LA RIOJA",26,"LA RIOJA",26142,"SAN VICENTE DE LA SONSIERRA",39,31.5900
12,"03","GALICIA",32,"OURENSE",32998,"PORTUGAL",39,3291.3300
"01","04","ANDALUCIA",29,"MALAGA",29051,"ESTEPONA",39,806.6600
13,16,"MADRID",28,"MADRID",28125,"ROBLEDO DE CHAVELA",39,1796.0300
"01","04","ANDALUCIA",14,"CORDOBA",14043,"MONTORO",39,42.6100
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02003","ALBACETE",39,54.1300
11,14,"EXTREMADURA","06","BADAJOZ","06009","ALJUCÉN",39,32.0800
"09","02","CATALUÑA",17,"GIRONA",17152,"ROSES",39,52.7800
"07",17,"CASTILLA Y LEON","05","AVILA","05016","AREVALO",39,79.5200
11,14,"EXTREMADURA","06","BADAJOZ","06095","OLIVENZA",39,841.5700
13,16,"MADRID",28,"MADRID",28047,"COLLADO VILLALBA",39,24.2500
13,16,"MADRID",28,"MADRID",28160,"VALDEMORILLO",39,503.5300
"02",10,"ARAGON",44,"TERUEL",44246,"VALDERROBRES",39,91.4000
"02",10,"ARAGON",22,"HUESCA",22119,"GURREA DE GÁLLEGO",39,103.7100
10,"09","C. VALENCIANA",46,"VALENCIA",46255,"VILLALONGA",39,346.1200
"07",17,"CASTILLA Y LEON",24,"LEON",24165,"SOBRADO",39,235.4800
"05",12,"CANARIAS",38,"S.C. TENERIFE",38016,"GARAFÍA",39,1906.2300
11,14,"EXTREMADURA","06","BADAJOZ","06160","ZALAMEA DE LA SERENA",39,411.3700
11,14,"EXTREMADURA",10,"CACERES",10196,"VALDASTILLAS",39,25.7000
11,14,"EXTREMADURA","06","BADAJOZ","06052","FUENTE DE CANTOS",38,652.2300
15,13,"NAVARRA",31,"NAVARRA",31223,"SARTAGUDA",38,13.0900
13,16,"MADRID",28,"MADRID",28095,"NAVALAGAMELLA",38,37.8500
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02009","ALMANSA",38,10.1300
15,13,"NAVARRA",31,"NAVARRA",31106,"FONTELLAS",38,7.1300
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45195,"VILLARRUBIA DE SANTIAGO",38,341.6900
"09","02","CATALUÑA",43,"TARRAGONA",43163,"VENDRELL, EL",38,26.6500
"07",17,"CASTILLA Y LEON",34,"PALENCIA",34199,"VELILLA DEL RIO CARRION",38,62.9700
11,14,"EXTREMADURA",10,"CACERES",10050,"CASAR DE PALOMERO",38,148.5600
"01","04","ANDALUCIA",21,"HUELVA",21002,"ALJARAQUE",38,92.2700
10,"09","C. VALENCIANA","03","ALICANTE","03059","CREVILLENT",38,34.4900
10,"09","C. VALENCIANA",12,"CASTELLON",12005,"ALCORA, L'",38,25.9800
15,13,"NAVARRA",31,"NAVARRA",31220,"SANTACARA",37,76.8100
"01","04","ANDALUCIA",18,"GRANADA",18105,"IZNALLOZ",37,175.1200
"07",17,"CASTILLA Y LEON",24,"LEON",24020,"BOCA DE HUERGANO",37,491.8400
11,14,"EXTREMADURA","06","BADAJOZ","06014","AZUAGA",37,346.8100
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37245,"PEÑAPARDA",37,94.3100
17,"07","LA RIOJA",26,"LA RIOJA",26059,"ENTRENA",37,14.1900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45076,"HORMIGOS",37,132.0500
"01","04","ANDALUCIA",14,"CORDOBA",14029,"FUENTE OBEJUNA",37,439.8300
"01","04","ANDALUCIA",23,"JAEN",23095,"VILLACARRILLO",37,16.9400
13,16,"MADRID",28,"MADRID",28120,"RASCAFRÍA",37,9.5900
13,16,"MADRID",28,"MADRID",28171,"VILLA DEL PRADO",37,82.2800
"01","04","ANDALUCIA",23,"JAEN",23073,"QUESADA",37,116.3400
"02",10,"ARAGON",50,"ZARAGOZA",50252,"TAUSTE",37,67.5500
"02",10,"ARAGON",50,"ZARAGOZA",50251,"TARAZONA",37,29.0000
10,"09","C. VALENCIANA",46,"VALENCIA",46238,"TAVERNES DE LA VALLDIGNA",37,56.4800
12,"03","GALICIA",27,"LUGO",27025,"XOVE",37,46.9100
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49262,"VILLARDECIERVOS",37,31.8300
11,14,"EXTREMADURA",10,"CACERES",10056,"CASAS DE MILLÁN",37,3738.8900
11,14,"EXTREMADURA",10,"CACERES",10185,"TORRECILLA  DE LOS ÁNGELES",37,2075.3600
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19331,"YUNQUERA DE HENARES",37,37.8600
"09","02","CATALUÑA","08","BARCELONA","08015","BADALONA",37,167.0700
"07",17,"CASTILLA Y LEON",24,"LEON",24222,"VILLAQUILAMBRE",37,136.6200
"07",17,"CASTILLA Y LEON",24,"LEON",24004,"ALMANZA",37,545.5700
"07",17,"CASTILLA Y LEON",37,"SALAMANCA",37381,"ZARZA DE PUMAREDA LA",37,309.0800
"01","04","ANDALUCIA",23,"JAEN",23059,"MARMOLEJO",37,199.6700
"07",17,"CASTILLA Y LEON","05","AVILA","05041","BURGOHONDO",37,883.1200
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02011","AYNA",36,58.5100
"04",15,"ILLES BALEARS","07","ILLES BALEARS","07014","CAPDEPERA",36,180.6700
15,13,"NAVARRA",31,"NAVARRA",31201,"IRUÑA/PAMPLONA",36,8.7800
11,14,"EXTREMADURA",10,"CACERES",10107,"JERTE",36,1401.3800
10,"09","C. VALENCIANA",46,"VALENCIA",46184,"ONTINYENT",36,1963.0500
"01","04","ANDALUCIA",41,"SEVILLA",41031,"CASTILLO DE LAS GUARDAS, EL",36,1197.3700
"01","04","ANDALUCIA",41,"SEVILLA",41073,"PEDROSO, EL",36,341.7800
"07",17,"CASTILLA Y LEON","05","AVILA","05024","BECEDAS",36,200.6700
"07",17,"CASTILLA Y LEON",40,"SEGOVIA",40057,"COCA",36,17.8900
"01","04","ANDALUCIA",41,"SEVILLA",41099,"VILLANUEVA DEL RÍO Y MINAS",36,22.5300
